tanggal,komoditas,harga_nasional
2020-10-05,Cabai Rawit,32400.0
2020-10-06,Cabai Rawit,33300.0
2020-10-07,Cabai Rawit,33200.0
2020-10-08,Cabai Rawit,33150.0
2020-10-09,Cabai Rawit,33300.0
2020-10-12,Cabai Rawit,33100.0
2020-10-13,Cabai Rawit,33600.0
2020-10-14,Cabai Rawit,33700.0
2020-10-15,Cabai Rawit,34250.0
2020-10-16,Cabai Rawit,34150.0
2020-10-19,Cabai Rawit,33950.0
2020-10-20,Cabai Rawit,34300.0
2020-10-21,Cabai Rawit,34400.0
2020-10-22,Cabai Rawit,34350.0
2020-10-23,Cabai Rawit,34600.0
2020-10-26,Cabai Rawit,35400.0
2020-10-27,Cabai Rawit,35500.0
2020-10-28,Cabai Rawit,31100.0
2020-10-29,Cabai Rawit,41550.0
2020-10-30,Cabai Rawit,36550.0
2020-11-02,Cabai Rawit,35650.0
2020-11-03,Cabai Rawit,35200.0
2020-11-04,Cabai Rawit,35300.0
2020-11-05,Cabai Rawit,35500.0
2020-11-06,Cabai Rawit,35700.0
2020-11-09,Cabai Rawit,36400.0
2020-11-10,Cabai Rawit,36600.0
2020-11-11,Cabai Rawit,36650.0
2020-11-12,Cabai Rawit,36600.0
2020-11-13,Cabai Rawit,36350.0
2020-11-16,Cabai Rawit,36700.0
2020-11-17,Cabai Rawit,36700.0
2020-11-18,Cabai Rawit,36400.0
2020-11-19,Cabai Rawit,36150.0
2020-11-20,Cabai Rawit,36150.0
2020-11-23,Cabai Rawit,36200.0
2020-11-24,Cabai Rawit,36450.0
2020-11-25,Cabai Rawit,36750.0
2020-11-26,Cabai Rawit,37500.0
2020-11-27,Cabai Rawit,38050.0
2020-11-30,Cabai Rawit,41300.0
2020-12-01,Cabai Rawit,41900.0
2020-12-02,Cabai Rawit,42600.0
2020-12-03,Cabai Rawit,42750.0
2020-12-04,Cabai Rawit,43800.0
2020-12-07,Cabai Rawit,46250.0
2020-12-08,Cabai Rawit,46700.0
2020-12-09,Cabai Rawit,58150.0
2020-12-10,Cabai Rawit,47350.0
2020-12-11,Cabai Rawit,47750.0
2020-12-14,Cabai Rawit,47400.0
2020-12-15,Cabai Rawit,47850.0
2020-12-16,Cabai Rawit,47800.0
2020-12-17,Cabai Rawit,48300.0
2020-12-18,Cabai Rawit,48450.0
2020-12-21,Cabai Rawit,51700.0
2020-12-22,Cabai Rawit,53450.0
2020-12-23,Cabai Rawit,53450.0
2020-12-24,Cabai Rawit,69400.0
2020-12-28,Cabai Rawit,58200.0
2020-12-29,Cabai Rawit,59050.0
2020-12-30,Cabai Rawit,59700.0
2020-12-31,Cabai Rawit,60900.0
2021-01-04,Cabai Rawit,68900.0
2021-01-05,Cabai Rawit,68500.0
2021-01-06,Cabai Rawit,68850.0
2021-01-07,Cabai Rawit,69550.0
2021-01-08,Cabai Rawit,69800.0
2021-01-11,Cabai Rawit,69700.0
2021-01-12,Cabai Rawit,70150.0
2021-01-13,Cabai Rawit,69400.0
2021-01-14,Cabai Rawit,69550.0
2021-01-15,Cabai Rawit,69900.0
2021-01-18,Cabai Rawit,70100.0
2021-01-19,Cabai Rawit,69600.0
2021-01-20,Cabai Rawit,69150.0
2021-01-21,Cabai Rawit,68200.0
2021-01-22,Cabai Rawit,68100.0
2021-01-25,Cabai Rawit,67300.0
2021-01-26,Cabai Rawit,67050.0
2021-01-27,Cabai Rawit,67300.0
2021-01-28,Cabai Rawit,66750.0
2021-01-29,Cabai Rawit,67600.0
2021-02-01,Cabai Rawit,67350.0
2021-02-02,Cabai Rawit,68150.0
2021-02-03,Cabai Rawit,68700.0
2021-02-04,Cabai Rawit,68700.0
2021-02-05,Cabai Rawit,68500.0
2021-02-08,Cabai Rawit,69300.0
2021-02-09,Cabai Rawit,69350.0
2021-02-10,Cabai Rawit,69300.0
2021-02-11,Cabai Rawit,69400.0
2021-02-12,Cabai Rawit,60000.0
2021-02-15,Cabai Rawit,70650.0
2021-02-16,Cabai Rawit,70150.0
2021-02-17,Cabai Rawit,71000.0
2021-02-18,Cabai Rawit,72000.0
2021-02-19,Cabai Rawit,72100.0
2021-02-22,Cabai Rawit,73500.0
2021-02-23,Cabai Rawit,73900.0
2021-02-24,Cabai Rawit,74850.0
2021-02-25,Cabai Rawit,75300.0
2021-02-26,Cabai Rawit,75450.0
2021-03-01,Cabai Rawit,76600.0
2021-03-02,Cabai Rawit,77300.0
2021-03-03,Cabai Rawit,78100.0
2021-03-04,Cabai Rawit,78000.0
2021-03-05,Cabai Rawit,78300.0
2021-03-08,Cabai Rawit,77300.0
2021-03-09,Cabai Rawit,77450.0
2021-03-10,Cabai Rawit,77850.0
2021-03-11,Cabai Rawit,86150.0
2021-03-12,Cabai Rawit,77100.0
2021-03-15,Cabai Rawit,77900.0
2021-03-16,Cabai Rawit,78550.0
2021-03-17,Cabai Rawit,78650.0
2021-03-18,Cabai Rawit,78950.0
2021-03-19,Cabai Rawit,79100.0
2021-03-22,Cabai Rawit,79150.0
2021-03-23,Cabai Rawit,79050.0
2021-03-24,Cabai Rawit,78250.0
2021-03-25,Cabai Rawit,77900.0
2021-03-26,Cabai Rawit,77450.0
2021-03-29,Cabai Rawit,76300.0
2021-03-30,Cabai Rawit,75150.0
2021-03-31,Cabai Rawit,73900.0
2021-09-01,Cabai Rawit,37150.0
2021-09-02,Cabai Rawit,37000.0
2021-09-03,Cabai Rawit,36500.0
2021-09-06,Cabai Rawit,36850.0
2021-09-07,Cabai Rawit,36700.0
2021-09-08,Cabai Rawit,36900.0
2021-09-09,Cabai Rawit,37100.0
2021-09-10,Cabai Rawit,36850.0
2021-09-13,Cabai Rawit,36100.0
2021-09-14,Cabai Rawit,35750.0
2021-09-15,Cabai Rawit,35750.0
2021-09-16,Cabai Rawit,36100.0
2021-09-17,Cabai Rawit,36300.0
2021-09-20,Cabai Rawit,36150.0
2021-09-21,Cabai Rawit,36150.0
2021-09-22,Cabai Rawit,36400.0
2021-09-23,Cabai Rawit,36650.0
2021-09-24,Cabai Rawit,36550.0
2021-09-27,Cabai Rawit,37750.0
2021-09-28,Cabai Rawit,38150.0
2021-09-29,Cabai Rawit,37800.0
2021-09-30,Cabai Rawit,38050.0
2021-10-01,Cabai Rawit,37900.0
2021-10-04,Cabai Rawit,38300.0
2021-10-05,Cabai Rawit,38600.0
2021-10-06,Cabai Rawit,38350.0
2021-10-07,Cabai Rawit,38650.0
2021-10-08,Cabai Rawit,38900.0
2021-10-11,Cabai Rawit,39500.0
2021-10-12,Cabai Rawit,39500.0
2021-10-13,Cabai Rawit,39900.0
2021-10-14,Cabai Rawit,39800.0
2021-10-15,Cabai Rawit,40100.0
2021-10-18,Cabai Rawit,40100.0
2021-10-19,Cabai Rawit,40050.0
2021-10-20,Cabai Rawit,58750.0
2021-10-21,Cabai Rawit,39400.0
2021-10-22,Cabai Rawit,38950.0
2021-10-25,Cabai Rawit,37700.0
2021-10-26,Cabai Rawit,37350.0
2021-10-27,Cabai Rawit,37250.0
2021-10-28,Cabai Rawit,37050.0
2021-10-29,Cabai Rawit,36200.0
2021-11-01,Cabai Rawit,35550.0
2021-11-02,Cabai Rawit,35100.0
2021-11-03,Cabai Rawit,35350.0
2021-11-04,Cabai Rawit,35500.0
2021-11-05,Cabai Rawit,35500.0
2021-11-08,Cabai Rawit,35200.0
2021-11-09,Cabai Rawit,35100.0
2021-11-10,Cabai Rawit,36200.0
2021-11-11,Cabai Rawit,35900.0
2021-11-12,Cabai Rawit,36250.0
2021-11-15,Cabai Rawit,37050.0
2021-11-16,Cabai Rawit,37450.0
2021-11-17,Cabai Rawit,37450.0
2021-11-18,Cabai Rawit,37600.0
2021-11-19,Cabai Rawit,37500.0
2021-11-22,Cabai Rawit,39900.0
2021-11-23,Cabai Rawit,41150.0
2021-11-24,Cabai Rawit,41450.0
2021-11-25,Cabai Rawit,42150.0
2021-11-26,Cabai Rawit,43450.0
2021-11-29,Cabai Rawit,46400.0
2021-11-30,Cabai Rawit,47300.0
2021-12-01,Cabai Rawit,48400.0
2021-12-02,Cabai Rawit,50750.0
2021-12-03,Cabai Rawit,52100.0
2021-12-06,Cabai Rawit,59950.0
2021-12-07,Cabai Rawit,61350.0
2021-12-08,Cabai Rawit,62400.0
2021-12-09,Cabai Rawit,63600.0
2021-12-10,Cabai Rawit,65400.0
2021-12-13,Cabai Rawit,70100.0
2021-12-14,Cabai Rawit,70650.0
2021-12-15,Cabai Rawit,69500.0
2021-12-16,Cabai Rawit,72650.0
2021-12-17,Cabai Rawit,73250.0
2021-12-20,Cabai Rawit,73900.0
2021-12-21,Cabai Rawit,73350.0
2021-12-22,Cabai Rawit,74550.0
2021-12-23,Cabai Rawit,76000.0
2021-12-24,Cabai Rawit,77400.0
2021-12-27,Cabai Rawit,79750.0
2021-12-28,Cabai Rawit,79150.0
2021-12-29,Cabai Rawit,77750.0
2021-12-30,Cabai Rawit,76250.0
2021-12-31,Cabai Rawit,75000.0
2022-01-03,Cabai Rawit,73750.0
2022-01-04,Cabai Rawit,73450.0
2022-01-05,Cabai Rawit,71700.0
2022-01-06,Cabai Rawit,69800.0
2022-01-07,Cabai Rawit,68400.0
2022-01-10,Cabai Rawit,63750.0
2022-01-11,Cabai Rawit,62250.0
2022-01-12,Cabai Rawit,61300.0
2022-01-13,Cabai Rawit,60400.0
2022-01-14,Cabai Rawit,59250.0
2022-01-17,Cabai Rawit,57100.0
2022-01-18,Cabai Rawit,57000.0
2022-01-19,Cabai Rawit,57000.0
2022-01-20,Cabai Rawit,55750.0
2022-01-21,Cabai Rawit,54950.0
2022-01-24,Cabai Rawit,52300.0
2022-01-25,Cabai Rawit,51550.0
2022-01-26,Cabai Rawit,50900.0
2022-01-27,Cabai Rawit,49850.0
2022-01-28,Cabai Rawit,49400.0
2022-01-31,Cabai Rawit,48300.0
2022-02-01,Cabai Rawit,22000.0
2022-02-02,Cabai Rawit,48300.0
2022-02-03,Cabai Rawit,48200.0
2022-02-04,Cabai Rawit,48700.0
2022-02-07,Cabai Rawit,49800.0
2022-02-08,Cabai Rawit,50250.0
2022-02-09,Cabai Rawit,50200.0
2022-02-10,Cabai Rawit,49950.0
2022-02-11,Cabai Rawit,49750.0
2022-02-14,Cabai Rawit,50050.0
2022-02-15,Cabai Rawit,50150.0
2022-02-16,Cabai Rawit,50200.0
2022-02-17,Cabai Rawit,50300.0
2022-02-18,Cabai Rawit,50300.0
2022-02-21,Cabai Rawit,52000.0
2022-02-22,Cabai Rawit,53000.0
2022-02-23,Cabai Rawit,54050.0
2022-02-24,Cabai Rawit,53900.0
2022-02-25,Cabai Rawit,54050.0
2022-03-01,Cabai Rawit,58000.0
2022-03-02,Cabai Rawit,58750.0
2022-03-04,Cabai Rawit,59250.0
2022-03-07,Cabai Rawit,61200.0
2022-03-08,Cabai Rawit,61050.0
2022-03-09,Cabai Rawit,60950.0
2022-03-10,Cabai Rawit,60250.0
2022-03-11,Cabai Rawit,60200.0
2022-03-14,Cabai Rawit,60450.0
2022-03-15,Cabai Rawit,59800.0
2022-03-16,Cabai Rawit,59400.0
2022-03-17,Cabai Rawit,58000.0
2022-03-18,Cabai Rawit,59050.0
2022-03-21,Cabai Rawit,58450.0
2022-03-22,Cabai Rawit,58200.0
2022-03-23,Cabai Rawit,57400.0
2022-03-24,Cabai Rawit,56550.0
2022-03-25,Cabai Rawit,56000.0
2022-03-28,Cabai Rawit,55850.0
2022-03-29,Cabai Rawit,55800.0
2022-03-30,Cabai Rawit,55900.0
2022-03-31,Cabai Rawit,56150.0
2022-09-01,Cabai Rawit,57200.0
2022-09-02,Cabai Rawit,57250.0
2022-09-05,Cabai Rawit,58750.0
2022-09-06,Cabai Rawit,59650.0
2022-09-07,Cabai Rawit,59500.0
2022-09-08,Cabai Rawit,59550.0
2022-09-09,Cabai Rawit,60050.0
2022-09-12,Cabai Rawit,60400.0
2022-09-13,Cabai Rawit,60400.0
2022-09-14,Cabai Rawit,60300.0
2022-09-15,Cabai Rawit,59700.0
2022-09-16,Cabai Rawit,60100.0
2022-09-19,Cabai Rawit,61050.0
2022-09-20,Cabai Rawit,60550.0
2022-09-21,Cabai Rawit,60000.0
2022-09-22,Cabai Rawit,59600.0
2022-09-23,Cabai Rawit,59050.0
2022-09-26,Cabai Rawit,57800.0
2022-09-27,Cabai Rawit,57300.0
2022-09-28,Cabai Rawit,56750.0
2022-09-29,Cabai Rawit,56300.0
2022-09-30,Cabai Rawit,56300.0
2022-10-03,Cabai Rawit,55600.0
2022-10-04,Cabai Rawit,55600.0
2022-10-05,Cabai Rawit,55200.0
2022-10-06,Cabai Rawit,54450.0
2022-10-07,Cabai Rawit,54200.0
2022-10-10,Cabai Rawit,53700.0
2022-10-11,Cabai Rawit,53200.0
2022-10-12,Cabai Rawit,53200.0
2022-10-13,Cabai Rawit,52750.0
2022-10-14,Cabai Rawit,52000.0
2022-10-17,Cabai Rawit,50550.0
2022-10-18,Cabai Rawit,49800.0
2022-10-19,Cabai Rawit,48950.0
2022-10-20,Cabai Rawit,48150.0
2022-10-21,Cabai Rawit,47650.0
2022-10-24,Cabai Rawit,46500.0
2022-10-25,Cabai Rawit,46300.0
2022-10-26,Cabai Rawit,45800.0
2022-10-27,Cabai Rawit,45900.0
2022-10-28,Cabai Rawit,45700.0
2022-10-31,Cabai Rawit,44300.0
2022-11-01,Cabai Rawit,44250.0
2022-11-02,Cabai Rawit,44250.0
2022-11-03,Cabai Rawit,43600.0
2022-11-04,Cabai Rawit,43400.0
2022-11-07,Cabai Rawit,43400.0
2022-11-08,Cabai Rawit,43300.0
2022-11-09,Cabai Rawit,43100.0
2022-11-10,Cabai Rawit,43100.0
2022-11-11,Cabai Rawit,42950.0
2022-11-14,Cabai Rawit,42800.0
2022-11-15,Cabai Rawit,43050.0
2022-11-16,Cabai Rawit,42800.0
2022-11-17,Cabai Rawit,42350.0
2022-11-18,Cabai Rawit,42750.0
2022-11-21,Cabai Rawit,44050.0
2022-11-22,Cabai Rawit,43950.0
2022-11-23,Cabai Rawit,43800.0
2022-11-24,Cabai Rawit,43850.0
2022-11-25,Cabai Rawit,43700.0
2022-11-28,Cabai Rawit,44550.0
2022-11-29,Cabai Rawit,44500.0
2022-11-30,Cabai Rawit,44650.0
2022-12-01,Cabai Rawit,44400.0
2022-12-02,Cabai Rawit,44900.0
2022-12-05,Cabai Rawit,48250.0
2022-12-06,Cabai Rawit,48750.0
2022-12-07,Cabai Rawit,49650.0
2022-12-08,Cabai Rawit,50900.0
2022-12-09,Cabai Rawit,51700.0
2022-12-12,Cabai Rawit,51850.0
2022-12-13,Cabai Rawit,51750.0
2022-12-14,Cabai Rawit,51850.0
2022-12-15,Cabai Rawit,51900.0
2022-12-16,Cabai Rawit,51950.0
2022-12-19,Cabai Rawit,52250.0
2022-12-20,Cabai Rawit,53100.0
2022-12-21,Cabai Rawit,53350.0
2022-12-22,Cabai Rawit,53600.0
2022-12-23,Cabai Rawit,54600.0
2022-12-26,Cabai Rawit,55750.0
2022-12-27,Cabai Rawit,56000.0
2022-12-28,Cabai Rawit,56600.0
2022-12-29,Cabai Rawit,57100.0
2022-12-30,Cabai Rawit,57150.0
2023-01-02,Cabai Rawit,63750.0
2023-01-03,Cabai Rawit,64250.0
2023-01-04,Cabai Rawit,63450.0
2023-01-05,Cabai Rawit,62750.0
2023-01-06,Cabai Rawit,62050.0
2023-01-09,Cabai Rawit,61650.0
2023-01-10,Cabai Rawit,60250.0
2023-01-11,Cabai Rawit,59300.0
2023-01-12,Cabai Rawit,58450.0
2023-01-13,Cabai Rawit,57500.0
2023-01-16,Cabai Rawit,55400.0
2023-01-17,Cabai Rawit,54550.0
2023-01-18,Cabai Rawit,54200.0
2023-01-19,Cabai Rawit,54100.0
2023-01-20,Cabai Rawit,53500.0
2023-01-23,Cabai Rawit,52850.0
2023-01-24,Cabai Rawit,52400.0
2023-01-25,Cabai Rawit,52000.0
2023-01-26,Cabai Rawit,51750.0
2023-01-27,Cabai Rawit,51800.0
2023-01-30,Cabai Rawit,50350.0
2023-01-31,Cabai Rawit,50100.0
2023-02-01,Cabai Rawit,49900.0
2023-02-02,Cabai Rawit,49800.0
2023-02-03,Cabai Rawit,49700.0
2023-02-06,Cabai Rawit,51550.0
2023-02-07,Cabai Rawit,51800.0
2023-02-08,Cabai Rawit,51850.0
2023-02-09,Cabai Rawit,52000.0
2023-02-10,Cabai Rawit,51850.0
2023-02-13,Cabai Rawit,52650.0
2023-02-14,Cabai Rawit,53300.0
2023-02-15,Cabai Rawit,52800.0
2023-02-16,Cabai Rawit,53250.0
2023-02-17,Cabai Rawit,53350.0
2023-02-20,Cabai Rawit,54850.0
2023-02-21,Cabai Rawit,55300.0
2023-02-22,Cabai Rawit,55350.0
2023-02-23,Cabai Rawit,55450.0
2023-02-24,Cabai Rawit,55900.0
2023-02-27,Cabai Rawit,55850.0
2023-02-28,Cabai Rawit,55800.0
2023-03-01,Cabai Rawit,55800.0
2023-03-02,Cabai Rawit,56050.0
2023-03-03,Cabai Rawit,56500.0
2023-03-06,Cabai Rawit,58200.0
2023-03-07,Cabai Rawit,58200.0
2023-03-08,Cabai Rawit,58100.0
2023-03-09,Cabai Rawit,58700.0
2023-03-10,Cabai Rawit,58800.0
2023-03-13,Cabai Rawit,60750.0
2023-03-14,Cabai Rawit,61400.0
2023-03-15,Cabai Rawit,61150.0
2023-03-16,Cabai Rawit,61550.0
2023-03-17,Cabai Rawit,61850.0
2023-03-20,Cabai Rawit,61850.0
2023-03-21,Cabai Rawit,61300.0
2023-03-22,Cabai Rawit,60350.0
2023-03-23,Cabai Rawit,62650.0
2023-03-24,Cabai Rawit,62750.0
2023-03-27,Cabai Rawit,59100.0
2023-03-28,Cabai Rawit,56750.0
2023-03-29,Cabai Rawit,54200.0
2023-03-30,Cabai Rawit,52150.0
2023-03-31,Cabai Rawit,50200.0
2023-09-01,Cabai Rawit,42000.0
2023-09-04,Cabai Rawit,41000.0
2023-09-05,Cabai Rawit,41000.0
2023-09-06,Cabai Rawit,41150.0
2023-09-07,Cabai Rawit,41050.0
2023-09-08,Cabai Rawit,40650.0
2023-09-11,Cabai Rawit,40950.0
2023-09-12,Cabai Rawit,40600.0
2023-09-13,Cabai Rawit,40550.0
2023-09-14,Cabai Rawit,40350.0
2023-09-15,Cabai Rawit,40900.0
2023-09-18,Cabai Rawit,41650.0
2023-09-19,Cabai Rawit,41700.0
2023-09-20,Cabai Rawit,41450.0
2023-09-21,Cabai Rawit,41450.0
2023-09-22,Cabai Rawit,41000.0
2023-09-25,Cabai Rawit,42400.0
2023-09-26,Cabai Rawit,42650.0
2023-09-27,Cabai Rawit,42650.0
2023-09-28,Cabai Rawit,41450.0
2023-09-29,Cabai Rawit,42500.0
2023-10-02,Cabai Rawit,45500.0
2023-10-03,Cabai Rawit,46250.0
2023-10-04,Cabai Rawit,46850.0
2023-10-05,Cabai Rawit,47950.0
2023-10-06,Cabai Rawit,48500.0
2023-10-09,Cabai Rawit,50850.0
2023-10-10,Cabai Rawit,51550.0
2023-10-11,Cabai Rawit,51800.0
2023-10-12,Cabai Rawit,52050.0
2023-10-13,Cabai Rawit,52350.0
2023-10-16,Cabai Rawit,53700.0
2023-10-17,Cabai Rawit,54450.0
2023-10-18,Cabai Rawit,54300.0
2023-10-19,Cabai Rawit,54300.0
2023-10-20,Cabai Rawit,54500.0
2023-10-23,Cabai Rawit,57000.0
2023-10-24,Cabai Rawit,57650.0
2023-10-25,Cabai Rawit,57700.0
2023-10-26,Cabai Rawit,58400.0
2023-10-27,Cabai Rawit,59900.0
2023-10-30,Cabai Rawit,64450.0
2023-10-31,Cabai Rawit,65750.0
2023-11-01,Cabai Rawit,65650.0
2023-11-02,Cabai Rawit,66050.0
2023-11-03,Cabai Rawit,67100.0
2023-11-06,Cabai Rawit,69250.0
2023-11-07,Cabai Rawit,69650.0
2023-11-08,Cabai Rawit,69950.0
2023-11-09,Cabai Rawit,70500.0
2023-11-10,Cabai Rawit,70450.0
2023-11-13,Cabai Rawit,70700.0
2023-11-14,Cabai Rawit,71000.0
2023-11-15,Cabai Rawit,71600.0
2023-11-16,Cabai Rawit,71700.0
2023-11-17,Cabai Rawit,71650.0
2023-11-20,Cabai Rawit,73500.0
2023-11-21,Cabai Rawit,76000.0
2023-11-22,Cabai Rawit,76550.0
2023-11-23,Cabai Rawit,77550.0
2023-11-24,Cabai Rawit,77700.0
2023-11-27,Cabai Rawit,78800.0
2023-11-28,Cabai Rawit,79700.0
2023-11-29,Cabai Rawit,80050.0
2023-11-30,Cabai Rawit,80600.0
2023-12-01,Cabai Rawit,80350.0
2023-12-04,Cabai Rawit,81400.0
2023-12-05,Cabai Rawit,82350.0
2023-12-06,Cabai Rawit,82700.0
2023-12-07,Cabai Rawit,83350.0
2023-12-08,Cabai Rawit,83550.0
2023-12-11,Cabai Rawit,83050.0
2023-12-12,Cabai Rawit,82950.0
2023-12-13,Cabai Rawit,84550.0
2023-12-14,Cabai Rawit,82750.0
2023-12-15,Cabai Rawit,82300.0
2023-12-18,Cabai Rawit,80600.0
2023-12-19,Cabai Rawit,79050.0
2023-12-20,Cabai Rawit,78950.0
2023-12-21,Cabai Rawit,78950.0
2023-12-22,Cabai Rawit,78650.0
2023-12-25,Cabai Rawit,72550.0
2023-12-26,Cabai Rawit,69350.0
2023-12-27,Cabai Rawit,78700.0
2023-12-28,Cabai Rawit,77500.0
2023-12-29,Cabai Rawit,76700.0
2024-01-01,Cabai Rawit,71750.0
2024-01-02,Cabai Rawit,76300.0
2024-01-03,Cabai Rawit,74450.0
2024-01-04,Cabai Rawit,72500.0
2024-01-05,Cabai Rawit,70400.0
2024-01-08,Cabai Rawit,64450.0
2024-01-09,Cabai Rawit,62450.0
2024-01-10,Cabai Rawit,60400.0
2024-01-11,Cabai Rawit,59350.0
2024-01-12,Cabai Rawit,56650.0
2024-01-15,Cabai Rawit,55150.0
2024-01-16,Cabai Rawit,53950.0
2024-01-17,Cabai Rawit,53500.0
2024-01-18,Cabai Rawit,52200.0
2024-01-19,Cabai Rawit,51400.0
2024-01-22,Cabai Rawit,50700.0
2024-01-23,Cabai Rawit,49900.0
2024-01-24,Cabai Rawit,49800.0
2024-01-25,Cabai Rawit,48250.0
2024-01-26,Cabai Rawit,48000.0
2024-01-29,Cabai Rawit,46300.0
2024-01-30,Cabai Rawit,45500.0
2024-01-31,Cabai Rawit,44900.0
2024-02-01,Cabai Rawit,44400.0
2024-02-02,Cabai Rawit,44700.0
2024-02-05,Cabai Rawit,45600.0
2024-02-06,Cabai Rawit,45600.0
2024-02-07,Cabai Rawit,45650.0
2024-02-08,Cabai Rawit,45850.0
2024-02-09,Cabai Rawit,45550.0
2024-02-12,Cabai Rawit,48300.0
2024-02-13,Cabai Rawit,48500.0
2024-02-14,Cabai Rawit,47450.0
2024-02-15,Cabai Rawit,52350.0
2024-02-16,Cabai Rawit,56000.0
2024-02-19,Cabai Rawit,61450.0
2024-02-20,Cabai Rawit,63100.0
2024-02-21,Cabai Rawit,63200.0
2024-02-22,Cabai Rawit,62900.0
2024-02-23,Cabai Rawit,62300.0
2024-02-26,Cabai Rawit,60800.0
2024-02-27,Cabai Rawit,61400.0
2024-02-28,Cabai Rawit,61050.0
2024-02-29,Cabai Rawit,60750.0
2024-03-01,Cabai Rawit,60600.0
2024-03-04,Cabai Rawit,61050.0
2024-03-05,Cabai Rawit,61500.0
2024-03-06,Cabai Rawit,61200.0
2024-03-07,Cabai Rawit,61150.0
2024-03-08,Cabai Rawit,60950.0
2024-03-11,Cabai Rawit,60700.0
2024-03-12,Cabai Rawit,60750.0
2024-03-13,Cabai Rawit,64800.0
2024-03-14,Cabai Rawit,64300.0
2024-03-15,Cabai Rawit,64300.0
2024-03-18,Cabai Rawit,59150.0
2024-03-19,Cabai Rawit,57900.0
2024-03-20,Cabai Rawit,55950.0
2024-03-21,Cabai Rawit,54450.0
2024-03-22,Cabai Rawit,53250.0
2024-03-25,Cabai Rawit,51650.0
2024-03-26,Cabai Rawit,51350.0
2024-03-27,Cabai Rawit,51100.0
2024-03-28,Cabai Rawit,50850.0
2024-03-29,Cabai Rawit,50850.0
2024-09-02,Cabai Rawit,52250.0
2024-09-03,Cabai Rawit,52000.0
2024-09-04,Cabai Rawit,52250.0
2024-09-05,Cabai Rawit,52700.0
2024-09-06,Cabai Rawit,51500.0
2024-09-09,Cabai Rawit,51250.0
2024-09-10,Cabai Rawit,51250.0
2024-09-11,Cabai Rawit,51000.0
2024-09-12,Cabai Rawit,50650.0
2024-09-13,Cabai Rawit,50600.0
2024-09-16,Cabai Rawit,50200.0
2024-09-17,Cabai Rawit,51050.0
2024-09-18,Cabai Rawit,51150.0
2024-09-19,Cabai Rawit,51400.0
2024-09-20,Cabai Rawit,51650.0
2024-09-23,Cabai Rawit,50200.0
2024-09-24,Cabai Rawit,50550.0
2024-09-25,Cabai Rawit,50000.0
2024-09-26,Cabai Rawit,50100.0
2024-09-27,Cabai Rawit,49750.0
2024-09-30,Cabai Rawit,48850.0
2024-10-01,Cabai Rawit,48600.0
2024-10-02,Cabai Rawit,48650.0
2024-10-03,Cabai Rawit,48300.0
2024-10-04,Cabai Rawit,48150.0
2024-10-07,Cabai Rawit,48100.0
2024-10-08,Cabai Rawit,48100.0
2024-10-09,Cabai Rawit,47850.0
2024-10-10,Cabai Rawit,47900.0
2024-10-11,Cabai Rawit,48000.0
2024-10-14,Cabai Rawit,48350.0
2024-10-15,Cabai Rawit,48200.0
2024-10-16,Cabai Rawit,47600.0
2024-10-17,Cabai Rawit,47000.0
2024-10-18,Cabai Rawit,47500.0
2024-10-21,Cabai Rawit,46650.0
2024-10-22,Cabai Rawit,46200.0
2024-10-23,Cabai Rawit,45350.0
2024-10-24,Cabai Rawit,44000.0
2024-10-25,Cabai Rawit,44600.0
2024-10-28,Cabai Rawit,43500.0
2024-10-29,Cabai Rawit,43550.0
2024-10-30,Cabai Rawit,43250.0
2024-10-31,Cabai Rawit,43100.0
2024-11-01,Cabai Rawit,42600.0
2024-11-04,Cabai Rawit,42300.0
2024-11-05,Cabai Rawit,42250.0
2024-11-06,Cabai Rawit,42700.0
2024-11-07,Cabai Rawit,42000.0
2024-11-08,Cabai Rawit,43400.0
2024-11-11,Cabai Rawit,43300.0
2024-11-12,Cabai Rawit,44000.0
2024-11-13,Cabai Rawit,44500.0
2024-11-14,Cabai Rawit,43850.0
2024-11-15,Cabai Rawit,43900.0
2024-11-18,Cabai Rawit,42250.0
2024-11-19,Cabai Rawit,43600.0
2024-11-20,Cabai Rawit,42600.0
2024-11-21,Cabai Rawit,42250.0
2024-11-22,Cabai Rawit,42250.0
2024-11-25,Cabai Rawit,42550.0
2024-11-26,Cabai Rawit,41500.0
2024-11-27,Cabai Rawit,39900.0
2024-11-28,Cabai Rawit,42150.0
2024-11-29,Cabai Rawit,42150.0
2024-12-02,Cabai Rawit,42350.0
2024-12-03,Cabai Rawit,42600.0
2024-12-04,Cabai Rawit,42250.0
2024-12-05,Cabai Rawit,42600.0
2024-12-06,Cabai Rawit,42550.0
2024-12-09,Cabai Rawit,42550.0
2024-12-10,Cabai Rawit,43050.0
2024-12-11,Cabai Rawit,43650.0
2024-12-12,Cabai Rawit,43750.0
2024-12-13,Cabai Rawit,43200.0
2024-12-16,Cabai Rawit,45700.0
2024-12-17,Cabai Rawit,45950.0
2024-12-18,Cabai Rawit,46850.0
2024-12-19,Cabai Rawit,46450.0
2024-12-20,Cabai Rawit,47600.0
2024-12-23,Cabai Rawit,51800.0
2024-12-24,Cabai Rawit,54850.0
2024-12-25,Cabai Rawit,54750.0
2024-12-26,Cabai Rawit,55350.0
2024-12-27,Cabai Rawit,58100.0
2024-12-30,Cabai Rawit,60950.0
