judul,sumber,tanggal,tautan,relevan,label,n_tolak,n_dukung,episode
"Warga Numbing Dukung Proyek Sedimentasi Laut, Tegaskan Tolak Provokasi",lintaskepri.com,2026-04-17 07:00:00,https://news.google.com/rss/articles/CBMimgFBVV95cUxQd2UtSjFiLTZ3cm5ZSU1ROG4wdWloN05vNERjdzhZWVlGMS1SUWRmMUQzTnhwMXRSNlVjZFI3V2ljcEEzTURWMy1HRDRyRzhPdnRDaVpYaEx5SHJkNGRHcXdXNmpQQXhhQkFSMGsxQUg3d1BvcXd2UlRnamF6MUpRWGhxMjdYVnM2cHRqUU1CcUlFSkczUHFMU25n?oc=5,True,campuran,1,1,E4_pasca_putusan_ma
"Luar Biasa, PT Aquanur Sinergindo Bebas Keruk Pasir Laut Diduga Secara Ilegal Urug Pesisir Desa Bubun",topmetro news,2026-04-17 07:00:00,https://news.google.com/rss/articles/CBMiygFBVV95cUxNdmhhRU1INC1GOEhna1JIenBMb0dFM2l6U3oxNmpNMjJuMnNpaC1VR0RvZTV0aDBtbTIyeEROeGFVRmlOVkc4SDBkU1hFQy16TXJmX0tKWG9XeVJYbmhfVHlJdkdEaUJsYTY1UDNhNjRiTkNHY0s2S1lZX2x6dmRpT29jZEt4bWpxa2hDQjJVajhhaXZ4Tm0tbUpMa1JPcmxIQjZXQ0VEYjA3ejVTX2lvQWtuSXJGMlc4ak4xaUVBdmM5WmszSGVWcUx3?oc=5,True,netral,0,0,E4_pasca_putusan_ma
Proyek Pengeboran Gas di Langkat Diduga Gunakan Pasir Laut Tanpa Izin KKP,Orbitdigitaldaily,2026-04-18 07:00:00,https://news.google.com/rss/articles/CBMipwFBVV95cUxQOHExR211N3oweVdEbVJuMHh2NDJpQkI3QjEwR2k2U2QyUlBpRDdiSEhYTTNKZk5mMktZLWk2am0tc0lldGw5MndHZVBqNDlwS1lDRGRsSHdyVUJZaHZhVVlGeENRMHVERTRuQTk0WXVFeDlteDJiZVFtYjA5NTIyQUhsTHBLa0pDYzhmWktDSy02bGlzOXlDZTV1MWRDUmZyd1pLZUFPNA?oc=5,True,netral,0,0,E4_pasca_putusan_ma
"Malaysia Tangkap 2 WNI terkait Pengerukan Pasir Pantai Ilegal, Simak Kasusnya",Kompas.com,2026-04-21 07:00:00,https://news.google.com/rss/articles/CBMivgFBVV95cUxQeERMbTYxQlp5T0hZdkJuU0pPRU1aUUFCcUR0RWlPTE9Cc2hrZk1wNnpDdkdURC1IYUU2S3FlVXBGdEVOc2RZT09sZnYzQ2E3cjhFSC1UMzlEUHpQUXJRdWNaNVVycFNzS0FXRmZOT0VuZ1NtY1RpSXloYlF4WU9yQTlBTHdzLU10OEl2Q040V1F5QUk0NkVUU0hBVHNQajI4aEJKQk1GcjRzNkNRRE5iUVBINDFNY01sdmlUaGNR0gG-AUFVX3lxTE9iWjkwZ09sdFVmTk9zQ01iUXg0cWgwWGtxMVlpTmZQbjNOLUtSTGQwbHE2azlKVEc1NnkxWlJKbjZMemV0RjlGRW9rN0xzZmhESDdXYmJJbnlGMDEyZ0tFdnNLdUlkeVpSb2pkN055MVhhZWE5Qmc2Q2o4MjdUNHJTZERPMkZoYjN6eXN3WEFuVlhxWXRXT1I0Nk1KOTAwYXFEVGsycHpxbjBNbzY0cjg4M0pueWRXTFppcU9hckE?oc=5,True,netral,0,0,E4_pasca_putusan_ma
"Kerusakan Lingkungan: 1,8 Hektare Mangrove di Dompak Dibabat dan Ditimbun",Jawa Pos,2026-04-22 07:00:00,https://news.google.com/rss/articles/CBMiwwFBVV95cUxONFc1S25wZFdVdnZwT2tKb1pGaWNVdHZSckVGeDZQU1J5UHZJaXJ3bjBYY0hLUFBQTkt5SGV0Y29ORERqNkJnQWxXdGJkM0ZwZU1lcUF6X0l3LWlib1ZjNUM0enBXZU04UC03bTR0Sko1RWZEalIzN0RyelI2a3g2dFNQMmhaMGZVZnNfZXBPSXZLOGVhanMzZV9oa3R3NmstUUFya29RbFAzWExFY2htV2NYRXJ1b2g0WTI3QllWd1FNRlHSAcgBQVVfeXFMTmxxZ2pqMUR6T2hfX1k4UXRZVFZPN2N1X0xWRFgtZm42WVg3S1RDMm00WEtjeXJJSEtNY21YQldBT0JvN1ktMVhPSTk1c2ZMdGJlUnVhMGdibVNreU9hemJJTTRudUxRby1VaEh3VDZCUUlPT1prZVo4UmlCSER6UGhKU25YWmhpdHFwUEVzNmJDOUJvR3B0U2JWeGRCa1QyVWNVaklnaWhaSjliVnF0NkZXeHlMRUVCcURfTzkyNVN5WnZsYTJMaks?oc=5,False,di_luar_topik,1,0,E4_pasca_putusan_ma
"Warga Bintan Pesisir dan WALHI Tolak Proyek PSN GB-KEK Pulau Poto, Presiden Diminta Cabut Izin Proyek",Presmedia,2026-04-23 07:00:00,https://news.google.com/rss/articles/CBMivwFBVV95cUxOcXRFU3U1MFNfa1htdnJFX2lEZ252WHR1eURsMDZRNlQ0LXBreHZDNXp0TnpNMlJqZG1lNUxPa0N0MEd6Z18yZWtQTEw2WlJOYV9tdE5wenZuU2xwR1AwTVNMQlFsS2xUU3JhZ3hYYVpZS3ZLcjVJLUZOWHQxVUpCSkZ1dmtWeWRPeURKUlhwTVhPWnlKT01QOEFicTUxRy1VcTJpRGg4cWk3aGp5M0VmUlpoOTNwZUVidnJuaDE1TQ?oc=5,False,di_luar_topik,1,0,E4_pasca_putusan_ma
"“Darat Kami Mengalah, Laut Jangan Diperdaya”: Ultimatum Dato Kaya Bintan",beritainvestigasi.com,2026-04-28 07:00:00,https://news.google.com/rss/articles/CBMioAFBVV95cUxPVnFUd2lkTlhfTHM4Um52LS04ZEtCSDlGN3hBd0JIWlFHS2s0TTFfeE5mOTJ2LTUtdmlDdm1Gb1dFczRQTTc3bV9rV2hoV1RlVC1HVkpwOXFtZWtOdFF3dG1jMmRaOTdISy1Mbm5LQ1dnUXpjclZvUDZjdHZZX1NUMk1mUm1wVURpTWlVQTRKUGlraFFmWm5HRElPRUVIU2Rs?oc=5,False,di_luar_topik,0,0,E4_pasca_putusan_ma
"Hasil RDP Belum Jelas, Nelayan Numbing Soroti Proyek Pasir Laut",Batam Pos – Kepri,2026-05-03 07:00:00,https://news.google.com/rss/articles/CBMilwFBVV95cUxNS3pKYXhGMnZaWHNPYkNTejNhWnd1YmU2ckt4a3JXdXF1X0ZDcDN6WjRYcWlWc2FwQ2dhaWw3aDZoZ0h1RVNRMWhTUUNFalRhVnp3U29lTUR3c1hoNzVZb0lJNjRyWmlIZDhpNENHc3UyUTRGRlYxZmFqVGFGeWNweFhKQnhuS2FvS0plQmt1YzRqMnN1emQ0?oc=5,True,menolak,1,0,E4_pasca_putusan_ma
"Tindak Lanjut Permintaan Gubernur, KKP Survei dan Siapkan Perbaikan Muara Perikanan Dangkal di Aceh",biro administrasi pimpinan setda aceh,2026-05-05 07:00:00,https://news.google.com/rss/articles/CBMixwFBVV95cUxQUXJJZjViSFdWVDg4cm9ZSWtZUTlidFlNZDRpcnk1VW8xZ0lnY0tYeHFYOW4wV3dUeXEtUmtQTDlOUF9uM0JwbjBvNzJrWDY5SVpldDA1aXhZVllwX0JXU0NrZkQwUE1QTDJjR2lWbnBZT0VILWw3NzBKUUpiOEhNc3ZXeGFiLTB6LWI3T1NZMThsdVZMQW1DakVVcW5tRGp3UkxSdkxaSmdGSDZSY2U3QV9wcTlLTkhSOVpBaHN0Q1I0UERYLWkw0gHMAUFVX3lxTE1ocXo1bWZGS0o1cUxqY2FjYUp5bTNNMkRXU3VGZDN2aTlGNUQ0c2p0ZVc0WXJ3S2R1MWpLYzE2cmdhbVdBUWRvZklpd0xBdWNiV1ZzM09CVG9tcHhlb1J3ZlZsblZ3a3M1anI4VXpBckhZTzJweGloNTd4Q2lhLTJfVGxPaFZYMUxOd3NLa1dFN1NEMVVDQkhDRTgtZ3hMSnVvUW1JRElWaGtZclU3cmhKSnZwX0x6RGRXTjFyTnVNMUs0a1VPV3FOaVNjSQ?oc=5,False,di_luar_topik,0,0,E4_pasca_putusan_ma
Pengelolaan sampah organik secara mandiri di Jakarta,ANTARA Foto,2026-05-07 07:00:00,https://news.google.com/rss/articles/CBMimwFBVV95cUxOM1lEX0RwbWk4T0lWQk1PSE92clJCeVFJRHpMWk9aVmVZUkR4YkY5WnI4OGlWOHp2MkFUQ0VUVE0yc2lkdnQ1dUhMRjRwSUo1MEk4cmhWb2tqTkVlcGRocnZZUWRpV1lkTVR4d2hqTk5PZHNBbGpGcUlSMzBKR1MwNXNpbWZtQzNxdzNEQkpWaEFXN0NrYXp2c1BtRdIBoAFBVV95cUxOMlprV1FOaXk3cV9DZ3dtcVpYUjF1TnlUdUtyRHFQa1JDaXJpWmpfRXp5VGRfY05XcGszZUJNSldSSW5GdGF6VFcyeGI5bm5GeEdXVnlIZmx1ZS1PVkJ2MXVNcWUxQ3JSRDl5UDJkUnZ4d1pyT0FZVWFXUDk1MF9BejdVVTVWb056V2JLQkM5eHVuN1BMUzNLdktmTVpuNnBE?oc=5,False,di_luar_topik,0,0,E4_pasca_putusan_ma
"Nasib Nelayan Natuna Hari Ini Masih Terhimpit Kapal Asing, 'Terkadang Bisa Terusir dari Laut Sendiri'",RiauPagi.com,2026-05-08 07:00:00,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNUUJwZGY3M05FMlotY0JrWUpaRXBpNVJYdzNJejJoRi1UbGF1blRxRDR0LXhmVnRma0hIVktaZGJBOFhLTU1ZeGhkeGZqNXRnb2RHdU9zUU5kU2ljZms2ZmpVb1o0dmkxT2VyNWIweDdsLU5VcnRkX0JIZFo4a3A5U1ZlTVJSVDh1aW9ZalhsUlJpajlhSVNPTHloRUduYXNKQTBFdHdBcUJUdEJRbkF2WkZFd3VsQnY2REJISXRVT0gxclk0Y29VWk5VdTU3Nm5rU092MA?oc=5,False,di_luar_topik,0,0,E4_pasca_putusan_ma
"Perairan Bintan Kaya Spesies Ikan Karang, Kepri Bentuk BLUD",Tempo.co,2026-05-08 07:00:00,https://news.google.com/rss/articles/CBMinwFBVV95cUxNUndzQlBsbllHLS1BWjhLb3cxTk1mVng4NU1yaWpsLWVhX3N5aHBDdkMzemowWWtEYklwNHZrM2hHakVQajlXSEFLRFRCSEllbGVBbWMwSDRMY0ZlQ25jMGVYaW53R0RoejBTUGUtYkcwV0dSaXZBQVFwdzg1UjR2MnVveXI3QjZFYXNpV0l5Vm5xMzlITTJ5cVE5QVhhV1E?oc=5,False,di_luar_topik,0,0,E4_pasca_putusan_ma
Nelayan Numbing Demo di Kantor Gubernur Kepri Protes Aktivitas Sedimentasi Pasir Laut,Batam Pos – Kepri,2026-05-12 07:00:00,https://news.google.com/rss/articles/CBMitgFBVV95cUxQUXMyNnhMbVlLVEZkZFVkMElqamZZa01BNzVzUEFUS0Z0d1ZjdjVERlJEZVZZaldMVWxhVi1IQ0xYTFVzbm80a3YtQlVUZHJyaFI4N244MUZPOElVbVgyeDZyN3puTVpZd0REcDZXLXVtczBHdXhqMFg3WXJqTUc4UjFDZ0hMVFJVSkxPYXFPc0lVOUpNVWhLemdybThKN2xRTGZFdC1ERXl5aV9pX0ZCYUpZOTRVUQ?oc=5,True,menolak,1,0,E4_pasca_putusan_ma
Kata KKP Soal Kecurigaan Kedok Tambang Pasir Laut di Bintan,Tempo.co,2026-05-14 07:00:00,https://news.google.com/rss/articles/CBMioAFBVV95cUxPektScnRvR2dpa1NfX2tGNVNCZGltbVVSRGdWbTlqeG5xQnotQU0zM2FQcTRXSHFCM3JvbDRHS01tUUhQeXJweS1FWU0tazNWZ0tkLUpSV1N5NnlyQXJSNDZhMVJobDViZDhyUXRWZzF5WEVLcHBIU2RITFlkVldDYmNoLTdnT0VSY19uQnY4Mk1lQk1qbk9fMWp3SmpWYVll?oc=5,True,netral,0,0,E4_pasca_putusan_ma
Anggota DPRD Banten Musa Weliansyah Bersitegang dengan Warga Penambang Pasir Laut di Lebak Selatan,Kabarindoraya.com,2026-05-15 07:00:00,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOckpkSFBsSHBHUEhfY3p5aUY2c2dGbWRseHhXRVY0MzlBQ1VVeTNwSTg3MU9rY3ZTX05MOTVjWV9CXzFkaWdSbmhVcy1oZWdVRzQ1c2dpVUFIY0ljUUtTOE1aVGNfUjFLNGcyNjZubVc2elZkMmZsNUQ4MUdNN1RfaGdNcnIzSHlPSDNXSFNxeWlmQmlJYWdKX0M4aFpFMjlsRHdVR2Z2SUZFTGcyYlBZVW8tVDY1YTRIa1NWX3ZSTDA1QQ?oc=5,True,netral,0,0,E4_pasca_putusan_ma
"Aksi Penutupan Tambang Pasir Laut Ilegal di Wanasalam Lebak Berujung Teror, Warga Hampir Dibacok",Tribunbanten.com,2026-05-15 07:00:00,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQakRabld0dkNTZktadTB2ZU5QT2dkUHl6WEt0cVFhem1nSmpFcVZKTlQ3ajVuaXZTV0RRYjJpMTdxU3JyVnBya1lGa2h2Z0Ftbjl2eDJOd0drY1JQVWFBUF9iMHFXenZaYk9qRHFsM25BVElzc2NudWZVZW5ldXNFRXlNSHZxTDk1Q2l6REl3MjdqaFE2SF9xR0lNbjJ2aUJ3ZzVJTmhGbkVUMktmS2hTTzl3cXFFWjh2TS10VExWSDRaMnRaNFd5Tl9LUDk4VElwUmpSZQ?oc=5,True,netral,0,0,E4_pasca_putusan_ma
Penggunaan Pasir Berlebihan Mengancam Ekosistem dan Mata Pencaharian,darilaut.id,2026-05-18 07:00:00,https://news.google.com/rss/articles/CBMimwFBVV95cUxQMUR1Sm5ETWVXS0gyOEpMSHpnSE9IU2tXQTV1MU1FTW9IY1pDdW9DNDh6VzdjdVEwdGxJajZOVk1OVE1qeVhmYW55UlNtMVhlUU9Xa1Q5VFZrTkgxc0gyc0Joa1dUWGQ2UjB3aUhpYWRkc1EyR0hucll5MXd6SUg4LVN3dU5GdDJFd1FTZGJnSFlwc2tWMFEzd2NBY9IBoAFBVV95cUxPWWFpeWpqblFNaDdZcElnZ3FkY1RsZXdOTnk1RUp1Z1pjOGZ2TUh5VFktSzB0U0sxRVlfOGlfVUFYX2dkLUwzUmlTSGprUDBpa3NFTU5mOTZZTWdfWGRCOVlWUk5BX1dHbHEtaE40enJWaWZxZmRlNmF4UFZ1V0JQamx2TFhJc19iSFQ5MFpyMlU0VDZIcXJFNzg3MTVkQThh?oc=5,False,di_luar_topik,1,0,E4_pasca_putusan_ma
Mentri KP dan Gubernur Kepri Dilaporkan ke KPK,Radar Kepri,2026-05-19 07:00:00,https://news.google.com/rss/articles/CBMiekFVX3lxTFBodHpDaXF4WWRsbWRCLWhldE12R2lPbF81NkpTcXJEZjljaUV3N3FnN0xzcTlNQjVQdERiUTlkVHJEQWFnNGpsOEFscFpPUUVOVkhSVW1NWmxuNUdmbGJyMUF5Q0xiOVJveTlDa0kxLUhJdmQ0MWpIWU5B?oc=5,False,di_luar_topik,0,0,E4_pasca_putusan_ma
"Tambang Pasir Laut Diduga Ilegal Ditemukan di Lebak, Pemilik Diperiksa",detikNews,2026-05-19 07:00:00,https://news.google.com/rss/articles/CBMirgFBVV95cUxQTDhscDIxQmUyN2Z4YTQwY2lpRDZab1I0S0Z3bEFQek9pRlh5V0dvc0JMejNZMkVHRjhGcnpTc20xX1BmN3VicFZ1UHVXcW5oNTF6Wkk3a0Q3U1NNalNYRUlER1JkRnhjSEdlX0paejBIZ0VJTkIwT2Q0WjFOSDZoZVRpOFQxYzdSTnJKaDNPRGNFR0xDVmh3OFlydVlTWHRZTjFFQl96aEx3MC1MR1HSAbMBQVVfeXFMTy0xcnhLTFdBRElicHBoQUlYWlpubGJPYXZkTmdYaUxvNUxiRzZCbTBadmt0UmUyVlhwZ3k0UUxobUgxQnRFYXcxUXV0VjhIWjhkRkxCLUtCR2xsZ0Zad2FlTTdneFFXNl9BS19GeEZJRUs4V3d5N3FqVDZMOGl1NVNEdDBHdC1QRTJaNVE3WlNVcnBpLWRwZWkxajdTUUE2NG5McjlKRFZwNEVpeDdTV0JUNnc?oc=5,True,netral,0,0,E4_pasca_putusan_ma
"Khawatir Perairan Rusak, Nelayan Tolak Tambang Pasir di Laut Bintan",Mongabay.co.id,2026-05-20 07:00:00,https://news.google.com/rss/articles/CBMimAFBVV95cUxONXMyMVc2NTQ0NThTTW9nT3QxMTlUTzN0aVRYN0o2NnFYYWpfcHV1NDVWYmlITC1sT0llZWhiNTMzSlE0NnM4VnZoUElPcEpISXR1dFlYYnFRdjRHbnlBVFBya2FvdExSMkhYZ3NSdndhdnplWGRYZXQ3OS1BcjNDQkFwQmtRd0tKSEhtTXdpMFJWSW41NU0xUw?oc=5,True,menolak,3,0,E4_pasca_putusan_ma
Nestapa Nelayan Ketika Perairan Pesisir Bekasi Kian Tercemar,Mongabay.co.id,2026-05-22 07:00:00,https://news.google.com/rss/articles/CBMimwFBVV95cUxNNmd1Vm00VjFpLVJDQi0xVFFCQTMxZzVvODlueE9IQ1JMdGpWd2RyVndvb0p2U1RyeUFDeVc3Vkk0RWFYZDhGLURnQXl2TXVMbmZxTzBxYWdSdmVZTW9YRmljWjMtMlZKd2J2ZTgyWjhSNkdwb2hSUFJoc1dYc3lqM0NNZldSZVp2QzY3RmtKT19GbGt3LXFKN1R3WQ?oc=5,False,di_luar_topik,0,0,E4_pasca_putusan_ma
"Kunjungan ""Tak"" Resmi Menteri Kelautan Dan Bisnis Pasir Laut",Radar Kepri,2026-05-23 07:00:00,https://news.google.com/rss/articles/CBMiigFBVV95cUxObnJTemZCU1hZVEw2SjZvZm1RLUc5YThMOXRfUjlNYVBGWEplbjdBd1VkeGh3cHlCXzBMTWdvTVVJV2FpWm1wNjZNSmpJbU5UZFVDZVU0Q1VnOXlZSkhUMjJhOVpfRkJpaW5FY1hLRnFUZVFLMHpWQ3JfNTRoekNaS05IRDdvVDhtTUE?oc=5,True,netral,0,0,E4_pasca_putusan_ma
"Merasa Dibungkam, Nelayan Bintan Ancam Aksi Massa Gabungan",Harian Kepri,2026-05-25 07:00:00,https://news.google.com/rss/articles/CBMijwFBVV95cUxPdUlCc213emI1WVpKdUtSZ0tXaG44ckg0MlJBelJtMEU1bHVsWWkwNVdEU1JWb1RJekhnT2xYWXBINk4wLXlPaWJ6SWZrcVhYOWY2SHlyNFR4OGpXdXg4dlBtUkRIWWZ6dXFCTlUxcVVlYTVHTnQ3Tnk0ZFEwZGd4YzN0dDFqSGJSalI1M3ZQbw?oc=5,False,di_luar_topik,1,0,E4_pasca_putusan_ma
Kota Ho Chi Minh membuka metode baru untuk mencuci pasir laut guna mendukung proyek-proyek penting.,Vietnam.vn,2026-05-26 07:00:00,https://news.google.com/rss/articles/CBMiigFBVV95cUxOU0doQUFZMEZ0Q1BQUVI1d0tfY1UxZ0xERE9kMnl1VWZyNGRoNUhTNVFZVXVkNTQ2bzNaQ2ZibDQ3MjcxenN0NkJFdEk4WkFFX3p2RHN3SmdtNWljdmEydGVLMkdGbmtqVDRUMm54ajdDbVM1RVVmT3FuRWo5SXlCcEEwd3ZOc0JzdGc?oc=5,True,mendukung,0,1,E4_pasca_putusan_ma
Kades Numbing Buka Suara Soal Proyek Pasir Laut,Harian Kepri,2026-05-28 07:00:00,https://news.google.com/rss/articles/CBMiggFBVV95cUxOWXBiN0xjT3F3alpzbm93R09SckFneWg5REd3ZjBKcWxCUXVvTDlKeHVmQk1PSGJid3piWTlzQ3VrQkxYcnlrS2JOU0ZxNnd4SkVrZlVZODB0YXJSUHVYTUJGMVAxSkpLeHdWRlZBZklnNG80M2ExSS1pTnlBV05IT2ln?oc=5,True,netral,0,0,E4_pasca_putusan_ma
"Hari Anti Tambang 2026: Riau dan Kepri Darurat Ekstraktivisme, Ruang Hidup Masyarakat kian Terancam",edisi.co,2026-05-30 07:00:00,https://news.google.com/rss/articles/CBMitgFBVV95cUxPdmtCTzYtMUk3RUZLMldFeTRZekJQcnJIc2VKTzR2MVVYUkVRVk1PbjUyczFiZE81YnZHcTVGR0dHQjhmR1ZHVDJXRXRWN3E5Vlh4Xy0xOHVPUUtJcmFzRE1GZmxJZmRoOVJjaEx2TUNZUldhS0IxNThCOGRXMkcxdDBPOWstcEpnR2VYTGt6NmhuSzZFZFE5czBJUkRKSVRETDFWaW44c3QyQU1CMUJHdGZQa3h3UQ?oc=5,False,di_luar_topik,1,0,E4_pasca_putusan_ma
"Mata Pencaharian Terancam, Nelayan Bakal Demo ke Dompak",Harian Kepri,2026-06-01 07:00:00,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQcUN0YThlcHBuTmFCcHBuWTh5V2xDSTlMRjh0WGNKeFA2NHdZWUVvdUxjZC15ZEN2MC1jTWVxbUdvRWJKRktUcnRBWHI4RlR3cTdnR3FVSEVWbVRzY29sRTgxbGVTSnQwWU90MmMwWThEMjFDbFRrN19XQ2I1bW9paEVpQ3JOQndxRW9r?oc=5,False,di_luar_topik,1,0,E4_pasca_putusan_ma
"Unjuk Rasa Aliansi Nelayan di DPRD Kepri, Minta Izin dan Aktivitas Tambang Pasir Laut Pulau Poto Dihentikan",Kabar Riau,2026-06-02 07:00:00,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOdS16cEZ3RGU5SGY1dC13SlY5NkRYc2g3YWJpRkZDb1ZhYkR5Mmk4amZEUjdIRUdoTFF2emRYbFNXaWpYd0llc0d3TTlOMmZRWFR3aldwZERRTFY1QVBMMVNRSHNhZkNqUjRCTFI5YmQ0ZGc1ZkFRQUZ3eWg1N0tyZ3VNeDN3amlvQ2lxOGd0dmpyeWt6Zk41VERJZy1yZlZkRXIxWU5BOFhkOUNaTXV1SWZSLTBKakp5czJaMHR1bFZ6Z2xzTFBENGd5THd4b3NvQzJLUE43QjJaX09LSHc?oc=5,True,netral,0,0,E4_pasca_putusan_ma
Ratusan Nelayan Bintan Kembali Geruduk DPRD Kepri Tolak Sedimentasi Pasir Laut di Numbing,Batam Pos – Kepri,2026-06-02 07:00:00,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQY0JBU3JXSnNBZmRzWDdtWlZGdDNaaVgydWpla0tKX2Z2bWxJaGVYTnFUSEJndS1IUFdEbDBlSURjQ1VtaUFlVk5tbllVS3o3aEdQbVI4U3lWcVhHZ1QtREh1eDZpNVB4bnJ0aTFEc2kweU10SDhhcXprOEZJOWZlUDFoTHVGN0ZqLWpobS0zM19IZVhrOWhqSXBUUVN0ZjVCaWN5d1pRb05nX3E4bnFuTGJHZWowZi1QR0NN?oc=5,True,menolak,1,0,E4_pasca_putusan_ma
Pengangkutan sampah di sedimentasi laut Jakarta,ANTARA Foto,2026-06-03 07:00:00,https://news.google.com/rss/articles/CBMilAFBVV95cUxNV0hvMGRnZGZIZE8zTDBURzhON3R5VG0wWUhodngzZlE4XzIwYU12d2l2SnRILWFtendydFp2XzNISm5tMVlwV2YtOVNLZ0hmb0hsRmN1cWczT3ZVQWJqU0w4bWFvMklXMUNtdFQ3Ump0UGxTNnUzRXg4SGNaM1NEd3lLUEdiZ25feU52N0xWUVhuYzJM0gGaAUFVX3lxTFB3WTE4Nk9aaDNOaElMRGxmazlmV1FmSTdtMWl6ZmYxa25qbWhQS0NCWW90Y2llLXZBdzB0cFQ1eEFHcGRILUFNd09IUS1lenJVYWVZSHBQVVMtbmktb2g1cFptSGNWTkZBM0E0TS1tQXJzMl9KT284ZkF2RTFJclZSOGV2WnlQdnd4LWNqTndzZ2xSVlFRSVU3Nnc?oc=5,True,netral,0,0,E4_pasca_putusan_ma
Polisi Tangkap Pemilik Tambang Pasir Ilegal di Lebak Banten,detikNews,2026-06-03 07:00:00,https://news.google.com/rss/articles/CBMioAFBVV95cUxPRXE1SXM3dXZsbzRkY3dNc0dFZktuZWVCWEdvZGwwSnJPQUIzVUVWQjNDZnFFOXpSVWdiMG5UM2w3MGsxdWtDY1o4Z29JQXZUZ0lrbEpkajByM0RhU1QtVWRsT19XYVlJb05VbEZjc2hkSm5rUXVFdDJ5aWlPOGNlWGZmc0VWSmlDVzdJZzY4aHpPdlJyV25EZUxJWC12cC1L0gGmAUFVX3lxTE9hQkN0RElETng3MS1PSHg4RHBJdnBuU1RfQldmZTYwamNtSG5CejVINVR5a3VjNVR5TS1JNjVhR3VjMWNkVVhxV3FUUDZrbkp6MU9rN2xpN0k4eVZQcXpsSmhOWVJENVdnX2R5V2t3MUI4QnF3WHhFUkNKY1VQcFdjLW1qR1dxRlpuRUJyTlE3ckRhVkstd3pCbEJPdG5WRGFmdGpNS1E?oc=5,True,netral,0,0,E4_pasca_putusan_ma
Nelayan Desak Pencabutan PSN dan 13 Izin Tambang Pasir Laut di Bintan,Pekanbaru Pos,2026-06-05 07:00:00,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNMDM4eTR0WEhhdDdvT0RKNlY3c0pyclJFaFlJR1l0LU01Um0xajdUN09yQ2J6VXJ1M2V1Q3FPaWFGOGVUS2ZkcHoxYURpQS1FYm1FbDBVdWNWTkpoN3Y3VXlSM25nc2d2d3J5Qm50NHVNLVNJejdxS19CVXBLRmUzRUdSZHpJRXl6QmhDYkdmVTNoN0lkZnNUMGVkYVBHdG5WTmY2QlFoTEo?oc=5,True,menolak,2,0,E4_pasca_putusan_ma
Nelayan Kabupaten Bintan Desak Pencabutan PSN dan Izin Tambang Pasir Laut,edisi.co,2026-06-05 07:00:00,https://news.google.com/rss/articles/CBMilgFBVV95cUxQU2hYT2FSeWVOU0tVdS1jM1VFQ1FDbW1QLUM0aU83ZS1rVjV1ZWlnNUk3eWstNnZlQlBCeW9yRHZqNEE3aEJrSXRtLWp1dFc2UEN2b2tCSHFfMUtFZXJiaFhkOS1YVXdLWXB2RXozNjBua0ZQNVZ0UFVZc0JyMnA1OWt2MzRIM2U0R2V4dzRzM2ZjTW8wblE?oc=5,True,menolak,2,0,E4_pasca_putusan_ma
Nelayan Bintan Desak Cabut Izin Tambang Pasir Laut dan PSN di Pulau Poto,HMStimes.com,2026-06-05 07:00:00,https://news.google.com/rss/articles/CBMioAFBVV95cUxOckJJbk1VVjFKVjg3M05wLUY2dm9SUldXV2g5TWtRUGUyUzdLQ0RLYW9yYlZrU01XQ2VvbFNVT2FPUFJxWkxIdlNzOG50c0pTanlqbnlic2F3SUpvWGF0SWYtU1loU3ItT3NNRWUxTFI2eVZwR29STU9BQlJWZ0t1MnY0Z3NqeWh5TUxvQXFQakI4VVJBX1VCWXZuSGhFU1RK?oc=5,True,menolak,1,0,E4_pasca_putusan_ma
"Nelayan Bintan Tolak 13 Izin Tambang Pasir Laut, Walhi: Negara Gagal Lindungi Laut",Batam Pos – Kepri,2026-06-07 07:00:00,https://news.google.com/rss/articles/CBMirwFBVV95cUxNZmRRazk1RHBsU1JSXzNCblBhZHVFTld6Wl8tSXVlT2p5M2o1ZlA0UU15M0JuOTVkaGN0cGh4ZHY2MWd1U1VpbXFDSHprczdYWFJ4VDBEU0RoalBrOGpFUEpmSVB1SWM3Z3RydHZuWmF5cFl2QW1lOXVkTW83VEhibF93V2ZuX2pnQlNkbko0ZTRqQUE1ZzltOTRrSDIwU1pwTkg1eG1SZ2otSXlHVTVn?oc=5,True,menolak,1,0,E4_pasca_putusan_ma
